"","Actor","Director","id"
"739","ken ichi endô","takashi miike",4241
"740","shah rukh khan","yash chopra",4251
"741","sylvester stallone","morton lewis",4255
"742","pamela anderson","david zucker",4256
"743","gérard depardieu","bertrand blier",4267
"744","gérard depardieu","alain corneau",4274
"745","jean paul belmondo","jean paul rappeneau",4279
"746","peter ustinov","michael winner",4281
"747","costas mandylor","kevin o neill",4289
"748","brad johnson","brian clyde",4290
"749","marisa paredes","pedro almodóvar",4307
"750","jacques perrin","costa gavras",4311
"751","cameron diaz","mcg",4327
"752","billy zane","aris iliopulos",4338
"753","samaire armstrong","richard friedman",4368
"754","cyrille thouvenin","christian faure",4369
"755","michael herbig","michael herbig",4398
"756","liam neeson","bille august",4415
"757","demi moore","ridley scott",4421
"758","gregory peck","henry king",4460
"759","jeff bridges","gary ross",4464
"760","harrison ford","alan j pakula",4477
"761","richard jordan","glenn a jordan",4479
"762","yves montand","claude berri",4480
"763","gérard depardieu","daniel vigne",4483
"764","frédéric andréi","jean jacques beineix",4485
"765","lothaire bluteau","denys arcand",4486
"766","betsy palmer","sean s cunningham",4488
"767","eusebio poncela","iván zulueta",4494
"768","montgomery clift","raoul lévy",4529
"769","richard chamberlain","david greene",4546
"770","29915","paul morrissey",4578
"771","joe dallesandro","serge gainsbourg",4580
"772","kate winslet","ang lee",4584
"773","cher","richard benjamin",4587
"774","fernando rey","luis buñuel",4593
"775","kate hudson","garry marshall",4599
"776","david kross","marco kreuzpaintner",4627
"777","martin sheen","jeannot szwarc",4628
"778","daniel radcliffe","rod hardy",4629
"779","james woods","john flynn",4639
"780","kay panabaker","paul hoen",4641
"781","sharon stone","patrick sisam",4644
"782","queen latifah","adam ravetch",4658
"783","bernadette lafont","françois truffaut",4683
"784","vicco von bülow","vicco von bülow",4695
"785","gert fröbe","rené clément",4708
"786","jean pierre léaud","jean luc godard",4710
"787","gabrielle anwar","abel ferrara",4722
"788","louis de funès","jean girault",4727
"789","louis de funès","jean girault",4728
"790","jacques dutronc","maurice pialat",4734
"791","angela winkler","volker schlöndorff",4762
"792","cliff robertson","brian de palma",4780
"793","dominique sanda","vittorio de sica",4789
"794","fabio testi","claude chabrol",4790
"795","cary grant","stanley donen",4808
"796","netta garti","maria schrader",4839
"797","hugh o brian","george pollock",4879
"798","fabian","larry buchanan",4882
"799","vladimir zeldin","stanislav govorukhin",4885
"800","sam rockwell","george clooney",4912
"801","sam rockwell","george clooney",4912
"802","rebecca de mornay","sidney lumet",4916
"803","don johnson","l q jones",4917
"804","julian glover","john mackenzie",4918
"805","george peppard","john guillermin",4930
"806","george clooney","george clooney",4942
"807","romy schneider","costa gavras",4948
"808","glenn ford","phil karlson",4949
"809","lilli palmer","géza von radványi",4955
"810","clive owen","tom tykwer",4959
"811","mira sorvino","guillermo del toro",4961
"812","christopher lambert","jean pierre roux",4968
"813","halle berry","mathieu kassovitz",4970
"814","charlotte rampling","françois ozon",4973
"815","derek jacobi","john maybury",4975
"816","phillip glasser","don bluth",4978
"817","burt reynolds","joseph sargent",4984
"818","burt reynolds","robert aldrich",4985
"819","burt reynolds","richard a colla",4986
"820","burt reynolds","michael ritchie",4988
"821","burt reynolds","buzz kulik",4989
"822","burt reynolds","samuel fuller",4992
"823","mark wahlberg","paul thomas anderson",4995
"824","val kilmer","james cox",4997
"825","jerzy zelnik","jerzy kawalerowicz",5040
"826","melina mercouri","jules dassin",5052
"827","richard johnson","ralph thomas",5056
"828","40952","gerald thomas",5065
"829","jean claude brialy","julien duvivier",5067
"830","eric allan kramer","joe d amato",5086
"831","goldie hawn","steven spielberg",5121
"832","john cusack","menno meyjes",5126
"833","eric porter","michael carreras",5147
"834","clara calamai","luchino visconti",5155
"835","lamberto maggiorani","vittorio de sica",5156
"836","kitten natividad","russ meyer",5157
"837","olivier","nicolas philibert",5168
"838","russell crowe","james mangold",5176
"839","robert stephens","billy wilder",5185
"840","greta garbo","sidney franklin",5201
"841","jacqueline bisset","zalman king",5203
"842","arnold schwarzenegger","george butler",5205
"843","2","lars von trier",5206
"844","sherilyn fenn","zalman king",5241
"845","louis gossett","james seale",5256
"846","sam neill","rob sitch",5257
"847","kieran canter","joe d amato",5425
"848","ewa aulin","joe d amato",5434
"849","daria nicolodi","mario bava",5481
"850","riccardo cucciolla","mario bava",5482
"851","daniela giordano","mario bava",5484
"852","claudine auger","mario bava",5486
"853","takeshi kaneshiro","takashi yamazaki",5493
"854","harrison ford","andrew davis",5503
"855","gordon mitchell","gianni crea",5519
"856","stephen baldwin","amos poe",5546
"857","robert john burke","fred dekker",5550
"858","clint eastwood","clint eastwood",5551
"859","linda hardy","enki bilal",5552
"860","44110","luis buñuel",5558
"861","annie girardot","alain jessua",5601
"862","uwe beyer","harald reinl",5608
"863","bill teas","russ meyer",5648
"864","martin gabel","robert altman",5652
"865","alessio boni","robert dornhelm",5654
"866","cassandra peterson","james signorelli",5680
"867","paul reubens","tim burton",5683
"868","christopher atkins","john g avildsen",5686
"869","brooke shields","randal kleiser",5689
"870","arsenio hall","joe dante",5709
"871","hal hopper","russ meyer",5719
"872","erica gavin","russ meyer",5721
"873","carole bouquet","werner schroeter",5728
"874","gaston modot","luis buñuel",5729
"875","larissa ely","russ meyer",5742
"876","letícia román","russ meyer",5744
"877","ken swofford","russ meyer",5747
"878","alaina capri","russ meyer",5748
"879","ross partridge","jay duplass",5759
"880","keira knightley","peter hewitt",5764
"881","albert finney","tony richardson",5769
"882","paul newman","alfred hitchcock",5780
"883","roger behr","i robert levy",5800
"884","chevy chase","jeremiah s chechik",5825
"885","brendon ryan barrett","owen hurley",5833
"886","takao osawa","ryûhei kitamura",5845
"887","yumiko shaku","ryûhei kitamura",5846
"888","jennifer lopez","luis mandoki",5852
"889","barbara harris","alfred hitchcock",5854
"890","aya ueto","ryûhei kitamura",5889
"891","aya ueto","shusuke kaneko",5890
"892","harvey keitel","paul auster",5894
"893","henri garcin","alex van warmerdam",5900
"894","steve mcqueen","robert wise",5923
"895","samantha eggar","anatole litvak",5953
"896","jack nicholson","sean penn",5955
"897","allan edwall","ingmar bergman",5961
"898","catherine deneuve","jacques demy",5967
"899","robert de niro","neil jordan",5971
"900","emil jannings","f w murnau",5991
"901","nicolas cage","brett ratner",5994
"902","per christian ellefsen","petter næss",6007
"903","nick nolte","neil jordan",6016
"904","barry watson","wallace wolodarsky",6020
"905","angela lansbury","guy hamilton",6028
"906","ita ever","vadim derbenyov",6029
"907","peter falk","robert moore",6037
"908","david caruso","barbet schroeder",6071
"909","brad pitt","gore verbinski",6073
"910","john cleese","joseph mcgrath",6078
"911","peter ustinov","clive donner",6105
"912","james woods","oliver stone",6106
"913","peter ustinov","gary nelson",6107
"914","gary oldman","francis ford coppola",6114
"915","michael bowen","paul breuls",6163
"916","freddie frinton","heinz dunkhase",6166
"917","morgan freeman","lawrence kasdan",6171
"918","til schweiger","til schweiger",6183
"919","nastassja kinski","paul schrader",6217
"920","stephen moyer","anthony hickox",6264
"921","gérard depardieu","brad mirman",6277
"922","christian bale","rob bowman",6278
"923","whoopi goldberg","bill duke",6279
"924","arnold schwarzenegger","ivan reitman",6280
"925","piper perabo","david mcnally",6282
"926","samuel le bihan","christophe gans",6312
"927","michael gwisdek","zoltan spirandelli",6318
"928","chris o donnell","james foley",6346
"929","eric bana","bill bennett",6382
"930","matthew lillard","james merendino",6396
"931","bud spencer","sergio corbucci",6399
"932","klaus kinski","werner herzog",6404
"933","zsolt bogdán","robert adrian pejo",6417
"934","jay underwood","jim johnston",6436
"935","robert englund","ronny yu",6466
"936","steve martin","carl reiner",6471
"937","jeff daniels","frank marshall",6488
"938","nikolaj coster waldau","ole bornedal",6498
"939","johnny yong bosch","shuki levy",6499
"940","sean connery","jerry zucker",6520
"941","gary oldman","rod lurie",6521
"942","eddie murphy","ted demme",6522
"943","mel brooks","mel brooks",6524
"944","don cheadle","kasi lemmons",6535
"945","fabio testi","massimo dallamano",6591
"946","masahiro takashima","takao okawara",6593
"947","robert mitchum","robert parrish",6610
"948","dirk bogarde","luchino visconti",6619
"949","humphrey bogart","billy wilder",6620
"950","george clooney","mimi leder",6623
"951","guillermo arengo","pablo fendrik",6636
"952","burt lancaster","john huston",6643
"953","bobby driscoll","byron haskin",6646
"954","clint eastwood","clint eastwood",6723
"955","michael j fox","duwayne dunham",6878
"956","michael weston","chris matheson",6884
"957","karl malden","steven hilliard stern",6945
"958","barbra streisand","peter bogdanovich",6949
"959","dustin hoffman","wolfgang petersen",6950
"960","tom hanks","roger spottiswoode",6951
"961","matthias koeberlin","sebastian niemann",6962
"962","gerald mohr","ib melchior",6974
"963","shelley winters","curtis harrington",6976
"964","kurt russell","john carpenter",6978
"965","nancy allen","brian de palma",6984
"966","joshua morrell","roland emmerich",7011
"967","jason robards","nicholas meyer",7012
"968","lex barker","harald reinl",7085
"969","patrick j adams","neill fearnley",7088
"970","james ransone","edward lachman",7090
"971","nicolas cage","robert bierman",7091
"972","hugh jackman","sharon bridgeman",7092
"973","gérard depardieu","roland joffé",7093
"974","robin williams","francis ford coppola",7095
"975","sam neill","steve barron",7096
"976","tisa farrow","lucio fulci",7219
"977","mel welles","charles b griffith",7237
"978","theo maassen","pieter kuijpers",7267
"979","jorge román","santiago otheguy",7274
"980","ben stiller","danny devito",7288
"981","markku peltola","aki kaurismäki",7294
"982","til schweiger","reto salimbeni",7298
"983","casey affleck","steve buscemi",7301
"984","sissy spacek","brian de palma",7340
"985","angela bettis","david carson",7342
"986","simon yam","johnnie to",7346
"987","paula kalenberg","gregor schnitzler",7456
"988","natalie portman","amos gitai",7483
"989","martin lawrence","jill culton",7484
"990","barry pepper","brian koppelman",7501
"991","aamir khan","deepa mehta",7504
"992","darsheel safary","aamir khan",7508
"993","aaron stanford","andy robin",7517
"994","ashley judd","joey lauren adams",7547
"995","casper van dien","mario philip azzopardi",7837
"996","geoffrey rush","scott hicks",7863
"997","katherine heigl","kathleen slattery moschkau",7871
"998","riz ahmed","michael winterbottom",7872
"999","til schweiger","uwe boll",7916
"1000","christopher lambert","russell mulcahy",8009
"1001","christopher lambert","andrew morahan",8011
"1002","john travolta","barry sonnenfeld",8012
"1003","mylène jampanoï","pan nalin",8014
"1004","ben affleck","martin brest",8046
"1005","lionel abelanski","radu mihaileanu",8056
"1006","sean connery","mikhail kalatozov",8063
"1007","antonio banderas","robert rodriguez",8068
"1008","denis lavant","veit helmer",8076
"1009","sigourney weaver","david fincher",8077
"1010","sigourney weaver","jean pierre jeunet",8078
"1011","batzul khayankhyarvaa","peter brosens",8093
"1012","elizabeth taylor","joseph l mankiewicz",8095
"1013","john cusack","clint eastwood",8197
"1014","agnes bruckner","jason matzner",8199
"1015","leslie banks","alfred hitchcock",8208
"1016","mia farrow","woody allen",8217
"1017","verónica forqué","pedro almodóvar",8223
"1018","nicolas cage","joel schumacher",8224
"1019","jason biggs","jesse dylan",8273
"1020","janet jackson","john singleton",8291
"1021","vanessa redgrave","james ivory",8293
"1022","julie delpy","julie delpy",8316
"1023","roddy piper","john carpenter",8337
"1024","branko duric","danis tanovic",8342
"1025","nia vardalos","joel zwick",8346
"1026","olga breno","mario peixoto",8353
"1027","ray romano","carlos saldanha",8355
"1028","cary grant","leo mccarey",8356
"1029","joe dallesandro","andy warhol",8372
"1030","willem dafoe","troy duffy",8374
"1031","uschi obermaier","rudolf thome",8383
"1032","chevy chase","john landis",8388
"1033","pascale bussières","patricia rozema",8391
"1034","n xau","jamie uys",8393
"1035","laurence fishburne","paul w s anderson",8413
"1036","masahiro takashima","masato harada",8415
"1037","eddie murphy","betty thomas",8427
"1038","pier maria rossi","roberto rossellini",8430
"1039","steve coogan","michael winterbottom",8435
