"","original_title","id","release_date","revenue","budget","runtime","animation","comedy","family","adventure","fantasy","drama","romance","action","crime","thriller","history","mystery","music","horror","war","documentary","western","scifi","Actor","Director","actorMovieCount","directorMovieCount","directorEarnings","domestic","quarter","success_1_to_1"
"2277","te3n",377213,2016-06-10,4817642,5069632,136,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,"amitabhbachchan","ribhudasgupta",0,0,0,0,"2",0
"2278","teachingmrstingle",10342,1999-08-11,8946237,1.3e+07,96,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"helenmirren","kevinwilliamson",3,0,0,0,"3",0
"2279","teddybearspicnic",184835,2002-03-29,28149,24078133.8007948,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"harryshearer","harryshearer",0,0,0,0,"1",0
"2280","teenagemutantninjaturtles",98566,2014-08-07,477200000,1.25e+08,101,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,"meganfox","jonathanliebesman",1,0,0,1,"3",1
"2282","teenagemutantninjaturtlesiii",1499,1993-03-17,4.2e+07,2.1e+07,96,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,"paigeturco","stuartgillard",0,0,0,1,"1",1
"2283","teenagemutantninjaturtlesiithesecretoftheooze",1497,1991-03-22,7.8e+07,2.5e+07,88,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,"paigeturco","michaelpressman",1,1,4137645,0,"1",1
"2284","teenagemutantninjaturtlesoutoftheshadows",308531,2016-06-01,245623848,1.35e+08,112,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"meganfox","davegreen",0,0,0,1,"2",1
"2285","terenaam",56969,2003-08-15,2,1,132,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,"salmankhan","satishkaushik",4,0,0,0,"3",1
"2286","terminator3riseofthemachines",296,2003-07-02,4.35e+08,2e+08,109,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,"arnoldschwarzenegger","jonathanmostow",1,0,0,1,"3",1
"2287","termlife",257440,2016-04-29,21256,16500000,93,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,"haileesteinfeld","peterbillingsley",1,0,0,0,"2",0
"2288","tesis",9299,1996-04-11,2647055,24078133.8007948,125,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"anatorrent","alejandroamen·bar",0,0,0,0,"2",0
"2289","testamentofyouth",284689,2014-10-14,1822250,24078133.8007948,129,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,"aliciavikander","jameskent",0,0,0,1,"4",0
"2290","texaschainsawmassacrethenextgeneration",16780,1994-01-01,185898,6e+05,95,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"renÈezellweger","kimhenkel",2,0,0,0,"1",0
"2291","thatawkwardmoment",225565,2014-01-29,26049082,8e+06,94,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"zacefron","tomgormican",0,0,0,1,"1",1
"2292","thatthingyoudo",9591,1996-10-04,34585416,24078133.8007948,108,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"tomeverettscott","tomhanks",0,0,0,1,"4",1
"2293","the5thwave",299687,2016-01-14,109906372,3.8e+07,112,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"chloÎgracemoretz","jblakeson",0,0,0,1,"1",1
"2294","theaccidentalhusband",13401,2008-02-29,22707064,24078133.8007948,90,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"colinfirth","griffindunne",3,0,0,0,"1",0
"2295","theaddamsfamily",2907,1991-11-22,191502426,3e+07,99,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"ra˙ljuli·","barrysonnenfeld",1,4,811225649,1,"4",1
"2297","theadderalldiaries",274504,2016-04-15,13191,24078133.8007948,105,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,"jamesfranco","pamelaromanowsky",0,0,0,0,"2",0
"2298","theadventuresofmarktwain",19947,1985-03-01,849915,24078133.8007948,86,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"jameswhitmore","willvinton",0,0,0,0,"1",0
"2299","theadventuresofplutonash",11692,2002-08-15,7103973,1e+08,95,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,"eddiemurphy","ronunderwood",2,0,0,1,"3",0
"2300","theadventuresofrobinhood",10907,1938-05-13,3981000,2033000,102,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,"errolflynn","michaelcurtiz",0,2,16100500,0,"2",1
"2301","theadventuresofsharkboyandlavagirl",14199,2005-06-10,69425966,5e+07,92,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"taylorlautner","robertrodriguez",0,4,168952595,0,"2",1
"2302","theadvocate",70912,1993-09-25,667,24078133.8007948,102,0,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,"colinfirth","lesliemegahey",4,0,0,0,"3",0
"2303","theafflicted",101501,2011-10-22,175742,180000,85,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"leslieeasterbrook","jasonstoddard",0,0,0,0,"4",0
"2304","theageofadaline",293863,2015-04-16,65663276,2.5e+07,112,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,"blakelively","leetolandkrieger",0,0,0,1,"2",1
"2305","theageofinnocence",10436,1993-09-17,32255440,3.4e+07,139,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"danieldaylewis","martinscorsese",2,2,121797164,1,"3",0
"2306","theairupthere",46094,1994-01-07,21011500,17080000,107,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"kevinbacon","paulmichaelglaser",5,0,0,0,"1",1
"2307","thealamo",11209,1960-10-23,7900000,1.2e+07,167,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,"johnwayne","johnwayne",4,1,1.1e+07,1,"4",0
"2309","theamateur",21294,1981-12-11,6892098,1e+07,112,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,"johnsavage","charlesjarrott",0,0,0,0,"4",0
"2310","theamazingtruthaboutqueenraquela",54911,2008-03-07,5255,4e+05,80,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,"raquelarios","olafdefleurjohannesson",0,0,0,0,"1",0
"2311","theandromedastrain",10514,1971-03-12,12376563,6500000,131,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,"arthurhill","robertwise",0,1,1.39e+08,1,"1",1
"2312","theangelsshare",103747,2012-06-01,7034007,24078133.8007948,101,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"paulbrannigan","kenloach",0,2,2866354,0,"2",0
"2313","theangrez",115873,2006-06-02,3e+05,50000,110,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"aziznaser","kuntaanikkil",0,0,0,0,"2",1
"2314","theanimal",11090,2001-06-01,84772742,2.2e+07,84,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"robschneider","lukegreenfield",2,0,0,1,"2",1
"2315","thearbor",59266,2010-10-22,21268,24078133.8007948,94,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,"christinebottomley","cliobarnard",0,0,0,0,"4",0
"2316","thearistocats",10112,1970-12-23,55675257,4e+06,78,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"philharris","wolfgangreitherman",0,1,32056467,0,"4",1
"2317","thearmstronglie",214083,2013-09-08,383294,24078133.8007948,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"lancearmstrong","alexgibney",0,1,494506,0,"3",0
"2318","thearrival",10547,1996-05-31,14048372,2.5e+07,115,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,"charliesheen","davidtwohy",2,1,53187659,0,"2",0
"2319","theartofthesteal",209247,2013-09-11,64065,24078133.8007948,90,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"kurtrussell","jonathansobol",0,0,0,0,"3",0
"2320","theartofwar",11398,2000-08-23,30199105,4e+07,117,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"wesleysnipes","christianduguay",2,0,0,1,"3",0
"2321","theautumnheart",201581,1999-01-27,11532,24078133.8007948,110,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"tynedaly","stevenmaler",0,0,0,0,"1",0
"2322","theavengers",9320,1998-08-13,48585416,6e+07,89,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"ralphfiennes","jeremiahschechik",1,0,0,1,"3",0
"2324","thebabadook",242224,2014-05-22,6676471,2e+06,93,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,"essiedavis","jenniferkent",0,0,0,1,"2",1
"2325","thebabe",61225,1992-04-17,17530973,24078133.8007948,115,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"johngoodman","arthurhiller",2,0,0,0,"2",0
"2326","thebachelor",2020,1999-11-05,36911617,5.1e+07,101,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"chrisodonnell","garysinyor",1,0,0,1,"4",0
"2327","thebadnewsbears",23479,1976-04-07,35323292,3.5e+07,102,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"waltermatthau","michaelritchie",1,4,107945541,1,"2",1
"2328","thebadnewsbearsinbreakingtraining",19050,1977-07-08,19104350,24078133.8007948,100,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"williamdevane","michaelpressman",0,2,82137645,0,"3",0
"2329","theballadofjackandrose",17113,2005-03-25,712294,1500000,111,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"danieldaylewis","rebeccamiller",1,1,3351735,1,"1",0
"2330","theballadofthesadcafe",135473,1991-03-28,184890,24078133.8007948,101,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,"vanessaredgrave","simoncallow",2,0,0,0,"1",0
"2331","thebeastmaster",16441,1982-08-20,14056528,24078133.8007948,118,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"marcsinger","doncoscarelli",0,0,0,1,"3",0
"2332","thebelievers",32076,1987-06-09,18753438,24078133.8007948,114,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,"martinsheen","johnschlesinger",2,2,53744728,0,"2",0
"2333","thebestman",16162,1999-10-22,34573780,9e+06,120,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"nialong","malcolmdlee",1,3,140285309,1,"4",1
"2334","thebestofme",239571,2014-10-16,35926213,2.6e+07,117,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"michellemonaghan","michaelhoffman",0,0,0,1,"4",1
"2335","thebfg",267935,2016-06-01,183345589,1.4e+08,120,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"rubybarnhill","stevenspielberg",0,0,0,1,"2",1
"2336","thebighit",9448,1998-04-24,27007143,1.3e+07,91,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,"markwahlberg","kirkwong",1,0,0,1,"2",1
"2337","thebiglebowski",115,1998-03-06,46189568,1.5e+07,117,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"jeffbridges","joelcoen",5,2,104803646,1,"1",1
"2338","thebigone",1774,1997-09-06,720074,24078133.8007948,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"michaelmoore","michaelmoore",2,3,172115499,0,"3",0
"2339","thebigpicture",45225,1989-09-15,117463,5e+06,100,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"kevinbacon","christopherguest",7,2,24292271,0,"3",0
"2340","thebigshort",318846,2015-12-11,133346506,2.8e+07,130,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"christianbale","adammckay",0,0,0,1,"4",1
"2341","thebigtown",67307,1987-09-25,1700000,24078133.8007948,109,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"mattdillon","benbolt",2,0,0,0,"3",0
"2342","thebirdcage",11000,1996-03-08,185260553,3.1e+07,117,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"robinwilliams","mikenichols",4,0,0,0,"1",1
"2343","thebirthofanation",339408,2016-09-09,15861566,8500000,120,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"nateparker","nateparker",0,0,0,1,"3",1
"2345","theblackstallion",17264,1979-10-17,37799643,2700000,118,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"kellyreno","carrollballard",1,1,5519569,1,"4",1
"2346","theblackstallionreturns",24883,1983-03-25,9800000,24078133.8007948,103,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"kellyreno","robertdalva",0,0,0,0,"1",0
"2347","theblairwitchproject",2667,1999-07-14,2.48e+08,60000,81,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,"michaelcwilliams","danielmyrick",0,0,0,1,"3",1
"2348","thebluelagoon",5689,1980-07-05,58853106,4500000,104,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"brookeshields","randalkleiser",0,2,49915160,1,"3",1
"2349","thebonfireofthevanities",9586,1990-12-21,15691192,4.7e+07,125,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"tomhanks","briandepalma",6,3,475317371,0,"4",0
"2350","theboondocksaints",8374,1999-01-22,30471,6e+06,108,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,"willemdafoe","troyduffy",1,0,0,1,"1",0
"2351","thebornlosers",44695,1967-08-18,3.6e+07,360000,113,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,"tomlaughlin","tomlaughlin",0,0,0,0,"3",1
"2352","thebounty",2669,1984-05-04,8613462,2.5e+07,132,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,"melgibson","rogerdonaldson",8,4,311875793,0,"2",0
"2353","theboynextdoor",241251,2015-01-23,52425855,4e+06,91,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"jenniferlopez","robcohen",0,0,0,1,"1",1
"2354","theboywhocouldfly",24086,1986-08-15,7177431,24078133.8007948,114,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,"jayunderwood","nickcastle",0,1,9114702,0,"3",0
"2355","thebride",29077,1985-08-16,3558669,24078133.8007948,114,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,"sting","francroddam",0,1,3106559,0,"3",0
"2356","thebridgesofmadisoncounty",688,1995-05-28,182016617,2.4e+07,135,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"merylstreep","clinteastwood",3,14,1673349273,1,"2",1
"2357","thebroadwaymelody",65203,1929-02-08,4358000,379000,100,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,"charlesking","harrybeaumont",0,0,0,1,"1",1
"2358","thebrokenheartsclubaromanticcomedy",22597,2000-02-01,1744858,1e+06,94,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"benweber","gregberlanti",0,0,0,1,"1",1
"2359","thebuddyhollystory",24153,1978-05-18,14363400,1200000,113,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"garybusey","steverash",1,2,4130034,0,"2",1
"2360","thebutterflyroom",101176,2012-08-04,1081,24078133.8007948,87,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"barbarasteele","jonathanzarantonello",0,0,0,0,"3",0
"2361","thecableguy",9894,1996-06-10,102825796,4.7e+07,96,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,"jimcarrey","benstiller",4,1,60780981,1,"2",1
"2362","thecall",158011,2013-03-14,68572378,1.3e+07,94,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"halleberry","bradanderson",0,0,0,1,"1",1
"2363","thecastle",13852,1997-04-10,861789,786675,85,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"michaelcaton","robsitch",0,0,0,0,"2",1
"2364","thechamber",6346,1996-10-11,22540359,5e+07,113,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,"chrisodonnell","jamesfoley",2,0,0,0,"4",0
"2365","thecheat",70368,1915-12-13,137365,17311,59,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"fannieward","cecilbdemille",0,1,3.6e+07,0,"4",1
"2366","thechoice",330483,2016-02-04,18730891,1e+07,111,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"benjaminwalker","rosskatz",0,0,0,0,"1",1
"2367","theciderhouserules",1715,1999-12-17,88545092,2.4e+07,126,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"tobeymaguire","lassehallstrˆm",2,2,283528144,0,"4",1
"2368","thecircle",339988,2017-04-27,20497844,1.8e+07,110,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,"emmawatson","jamesponsoldt",0,0,0,1,"2",1
"2369","theclearing",10742,2004-07-02,12520799,24078133.8007948,95,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,"robertredford","pieterjanbrugge",1,0,0,0,"3",0
"2370","theclient",10731,1994-07-20,117615211,4.5e+07,119,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,"susansarandon","joelschumacher",1,5,652961063,1,"3",1
"2371","thecolorofmoney",11873,1986-10-07,52293982,13800000,119,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"paulnewman","martinscorsese",1,5,209262583,1,"4",1
"2372","thecolorpurple",873,1985-12-18,146292009,1.5e+07,154,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"whoopigoldberg","stevenspielberg",3,10,2758780365,1,"4",1
"2373","thecomfortofstrangers",41925,1990-01-01,1244381,24078133.8007948,107,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,"christopherwalken","paulschrader",2,2,8392120,0,"1",0
"2374","thecompanyyoukeep",87496,2012-09-06,19633027,24078133.8007948,121,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,"robertredford","robertredford",0,0,0,1,"3",0
"2375","theconcordeairport79",29723,1979-08-17,13015688,1.4e+07,123,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,"alaindelon","davidlowellrich",1,0,0,0,"3",0
"2376","theconjuring",138843,2013-07-18,318000141,1.3e+07,112,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"patrickwilson","jameswan",1,1,320170008,1,"3",1
"2377","theconjuring2",259693,2016-05-13,320170008,4e+07,134,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"patrickwilson","jameswan",0,0,0,0,"2",1
"2378","thecontract",1441,2006-04-05,5549200,2.5e+07,96,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,"morganfreeman","bruceberesford",4,2,21259347,0,"2",0
"2379","thecore",9341,2003-03-28,74208267,6e+07,136,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,"aaroneckhart","jonamiel",1,0,0,1,"1",1
"2380","thecorporation",11420,2003-09-10,4500000,24078133.8007948,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"janeakre","markachbar",0,0,0,0,"3",0
"2381","thecrocodilehuntercollisioncourse",17043,2002-07-26,33082548,24078133.8007948,90,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"steveirwin","johnstainton",0,0,0,1,"3",1
"2382","thecrush",33408,1993-04-02,13609396,6e+06,89,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,"caryelwes","alanshapiro",1,1,20080020,0,"2",1
"2383","thecuttingedge",16562,1992-03-27,25105517,24078133.8007948,101,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"dbsweeney","paulmichaelglaser",1,1,21011500,0,"1",1
"2384","thedarkcrystal",11639,1982-12-17,40577001,1.5e+07,93,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"jimhenson","jimhenson",0,1,12729917,0,"4",1
"2385","thedeadzone",11336,1983-10-21,20766616,1e+07,103,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,"christopherwalken","davidcronenberg",3,7,214821051,1,"4",1
"2386","thedeceivers",41968,1988-09-02,346297,24078133.8007948,102,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,"piercebrosnan","nicholasmeyer",7,1,1501785,0,"3",0
"2387","thedeependoftheocean",30943,1999-03-12,28121100,3.8e+07,106,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,"michellepfeiffer","ulugrosbard",0,0,0,1,"1",0
"2388","thederbystallion",19183,2005-07-04,4e+06,750000,98,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"zacefron","craigclyde",2,0,0,0,"3",1
"2389","thedevilsown",4477,1997-03-12,140807547,9e+07,107,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,"harrisonford","alanjpakula",3,0,0,1,"1",1
"2390","thedevilsviolinist",191820,2013-01-30,11294,24078133.8007948,122,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"davidgarrett","bernardrose",0,0,0,0,"1",0
"2391","thedinner",401546,2017-05-05,1323312,24078133.8007948,120,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,"richardgere","orenmoverman",0,0,0,0,"2",0
"2392","thedirtydozen",1654,1967-06-15,45300000,5400000,150,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"leemarvin","robertaldrich",1,1,43008075,0,"2",1
"2393","thedivide",38541,2011-03-13,22000,3e+06,112,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,"laurengerman","xaviergens",0,0,0,1,"1",0
"2394","thedoors",10537,1991-03-01,34416893,3.8e+07,140,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,"valkilmer","oliverstone",5,4,215215689,1,"1",0
"2395","thedreamteam",14550,1989-04-07,28890240,24078133.8007948,113,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"michaelkeaton","howardzieff",2,0,0,0,"2",1
"2396","thedryland",44998,2010-07-30,12000,24078133.8007948,92,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"americaferrera","ryanpierswilliams",0,0,0,0,"3",0
"2397","thedtrain",308638,2015-05-08,771317,447524,101,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"jackblack","andrewmogel",1,0,0,1,"2",1
"2398","theduel",333386,2016-06-24,4500,1e+07,110,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,"woodyharrelson","kierandarcysmith",1,0,0,0,"2",0
"2399","theduff",272693,2015-02-20,43528634,8500000,100,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"maewhitman","arisandel",0,0,0,1,"1",1
"2400","theedgeofseventeen",376660,2016-11-18,18803648,9e+06,104,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"haileesteinfeld","kellyfremoncraig",0,0,0,1,"4",1
"2401","theelephantman",1955,1980-10-02,26010864,5e+06,124,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,"anthonyhopkins","davidlynch",5,2,12712079,1,"4",1
"2402","theemeraldforest",11532,1985-06-26,24467000,24078133.8007948,114,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,"powersboothe","johnboorman",0,2,29222660,0,"2",1
"2403","theemperorsnewgroove",11688,2000-12-09,169327687,1e+08,78,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"davidspade","markdindal",0,0,0,1,"4",1
"2404","theendoflove",84191,2013-03-01,8326,24078133.8007948,89,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"markwebber","markwebber",0,0,0,0,"1",0
"2405","theendofpoverty",50641,2008-05-19,57,1e+06,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"martinsheen","philippediaz",0,0,0,0,"2",0
"2406","theendoftheaffair",20024,1999-12-03,10827816,2.3e+07,102,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"ralphfiennes","neiljordan",0,0,0,1,"4",0
"2407","theenduranceshackletonslegendaryantarcticexpedition",32567,2000-09-02,2452566,24078133.8007948,97,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,"liamneeson","georgebutler",3,0,0,0,"3",0
"2408","theenforcer",10649,1976-12-20,46236000,9e+06,96,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,"clinteastwood","jamesfargo",15,2,6660418,0,"4",1
"2409","theenglishpatient",409,1996-11-14,231976425,2.7e+07,162,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,"ralphfiennes","anthonyminghella",2,0,0,1,"4",1
"2410","theeviravaathitheterrorist",48233,1998-09-12,140021,24554,95,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"ayeshadharker","santoshsivan",0,0,0,0,"3",1
"2411","theexorcist",9552,1973-12-26,441306145,8e+06,122,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,"lindablair","williamfriedkin",1,4,61919873,1,"4",1
"2412","theexorcistiii",11587,1990-08-17,39024251,24078133.8007948,110,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,"georgecscott","williampeterblatty",0,0,0,0,"3",1
"2413","theexpendables3",138103,2014-08-04,206172544,9e+07,127,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,"sylvesterstallone","patrickhughes",0,0,0,1,"3",1
"2414","thefaceoflove",214086,2013-10-25,350006,4e+06,92,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"annettebening","arieposin",0,0,0,1,"4",0
"2415","thefaculty",9276,1998-12-25,40283321,1.5e+07,104,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,"jordanabrewster","robertrodriguez",0,9,762955501,1,"4",1
"2416","thefield",31651,1990-12-21,1494399,24078133.8007948,110,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"richardharris","jimsheridan",0,1,152761,0,"4",0
"2417","thefifthestate",162903,2013-10-11,8555008,2.8e+07,128,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,"benedictcumberbatch","billcondon",0,2,1292241540,1,"4",0
"2418","thefightingtemptations",22309,2003-09-17,30238577,1.5e+07,122,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,"beyoncÈknowles","jonathanlynn",0,0,0,0,"3",1
"2419","thefinalcut",2442,1996-03-01,551281,24078133.8007948,96,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,"samelliott","rogerchristian",0,0,0,0,"1",0
"2420","thefinaldestination",19912,2009-08-26,186167139,4e+07,82,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,"bobbycampo","davidrellis",0,1,10126458,1,"3",1
"2421","thefirm",37233,1993-06-30,270248367,4.2e+07,154,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,"tomcruise","sydneypollack",3,0,0,1,"2",1
